scenario_id,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc,n_games_applies,n_games,scenario_label
v2_baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15,Baseline
v2_blend_10_20,1.7763568394002506e-16,0.16229432734122612,0.0,0.0,0.12772711402882303,0.04297453779237372,0.1707016518211996,0.0026333333333333265,0.0028333333333333283,0.0034999999999999957,15,15,Market blend m=0.10 t=0.20
v2_cold_minus15,0.0,0.0,0.0,0.0,-0.13390175269690066,-0.08000977085099378,-0.2139115235478902,-0.000566666666666669,-0.0015666666666666643,-0.009000000000000001,15,15,Temp -15F
v2_elo_minus100,-0.08,0.0,0.0,0.0,-0.028009746565714384,0.05376941221933317,0.02575966565361938,-0.0026666666666666744,-0.003899999999999996,-0.0012666666666666603,15,15,Home Elo -100 (diff)
v2_elo_plus100,0.08000000000000007,0.0,0.0,0.0,-0.01987117798694591,-0.10279511673589496,-0.1226662947228372,0.0036999999999999976,0.0010666666666666713,-0.004900000000000004,15,15,Home Elo +100 (diff)
v2_inj_away_plus1,0.0,-0.40000000000000047,0.0,0.0,-0.2316582626431649,-0.2991397986648276,-0.5307980613079891,0.0014666666666666513,0.0039000000000000033,-0.018133333333333338,15,15,Away starters out +1
v2_inj_away_plus2,0.0,-0.8000000000000024,0.0,0.0,-0.3459252012790292,-0.4641156824615789,-0.810040883740605,0.004133333333333319,0.006066666666666661,-0.025299999999999996,15,15,Away starters out +2
v2_inj_home_plus1,0.0,-0.40000000000000047,0.0,0.0,-0.24495414905803253,-0.2549486128689265,-0.4999027619269574,-0.0010000000000000156,0.0021333333333333464,-0.015099999999999999,15,15,Home starters out +1
v2_inj_home_plus2,0.0,-0.8000000000000024,0.0,0.0,-0.41053958599473694,-0.4148563635427095,-0.8253959495374427,-0.00026666666666666874,0.0013333333333333346,-0.025700000000000004,15,15,Home starters out +2
v2_neutral_site,0.0,0.0,0.0,0.0,-0.01699911477380643,-0.013554447975661315,-0.030553562749464427,-0.0007333333333333525,0.00029999999999999656,-0.0025666666666666654,15,15,Neutral site
v2_precip_plus25,0.0,0.0,0.0,0.0,0.024295395425040313,-0.05011609939322407,-0.0258207039681821,0.00309999999999999,0.007966666666666667,-0.0006333333333333302,15,15,Precip +25%
v2_precip_plus50,0.0,0.0,0.0,0.0,-0.0632069874589914,-0.09040678178498093,-0.15361376924397138,-0.0008000000000000062,-0.000899999999999986,-0.003966666666666674,15,15,Precip +50%
v2_pressure_plus005,0.0,-0.799999999999999,0.0,0.0,-0.38154257697571076,-0.3976741421198499,-0.7792167190955571,-0.00040000000000000034,0.0027666666666666764,-0.024300000000000002,15,15,Home/away pressure +0.05
v2_rest_minus7,-0.15,0.0,0.0,0.0,-0.11906257084629092,0.07550033047779744,-0.0435622403684917,-0.009200000000000007,-0.00916666666666666,-0.002833333333333343,15,15,Home rest -7 days (diff)
v2_rest_plus7,0.15000000000000005,0.0,0.0,0.0,0.12721630774675827,-0.10367992897522905,0.02353637877153242,0.007933333333333332,0.009033333333333338,-0.0032666666666666695,15,15,Home rest +7 days (diff)
v2_sigma_high,0.0,0.0,0.0,0.0,0.10811996459532444,-0.05362979476117573,0.05449016983415286,0.00909999999999999,0.011400000000000014,0.0031333333333333287,15,15,High volatility
v2_sigma_low,0.0,0.0,0.0,0.0,-0.02168986761228133,-0.054895188586957036,-0.07658505619923564,3.7007434154171884e-18,0.004333333333333333,-0.0299,15,15,Low volatility
v2_spread_home_minus3,3.0,0.0,-3.0,0.0,1.517328909199414,-1.4955049364159483,0.02182397278346618,0.11086666666666666,-0.002733333333333321,0.001966666666666668,15,15,Spread home -3.0
v2_spread_home_plus3,-3.0,0.0,3.0,0.0,-1.528585310695812,1.495123886633573,-0.03346142406223388,-0.11200000000000002,-0.0024666666666666613,-0.00020000000000000389,15,15,Spread home +3.0
v2_total_minus3,0.0,-2.6230063321925385,0.0,-3.0,-1.254030155578494,-1.3855751785672392,-2.6396053341457306,0.002300000000000002,0.007099999999999999,0.010333333333333332,15,15,Total -3.0
v2_total_plus3,0.0,2.6230063321925403,0.0,3.0,1.2659338241113665,1.2551282777940214,2.521062101905393,-0.003566666666666668,0.001966666666666672,-0.017066666666666667,15,15,Total +3.0
v2_wind_plus10,0.0,-0.5,0.0,0.0,-0.3882735678629635,-0.3322738792609888,-0.7205474471239488,-0.0025666666666666763,-0.002266666666666661,-0.0185,15,15,Wind +10mph (open)
v2_wind_plus20,0.0,-1.0,0.0,0.0,-0.5538145466226023,-0.5230836689663673,-1.076898215588966,-0.0020666666666666815,-0.002399999999999991,-0.03183333333333334,15,15,Wind +20mph (open)
