stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,308,0.9025974025974026,v2_baseline,0.07179487179487179
pass_attempts,308,0.9155844155844156,v2_baseline,0.670128205128205
pass_tds,308,0.9090909090909091,v2_baseline,0.08733974358974358
pass_yards,308,0.9123376623376623,v2_baseline,6.287820512820512
rec_tds,308,0.3474025974025974,v2_baseline,0.23935897435897438
rec_yards,308,0.2012987012987013,v2_baseline,16.38910256410256
receptions,308,0.2305194805194805,v2_baseline,1.3325
rush_attempts,308,0.6071428571428571,v2_baseline,1.5538141025641026
rush_tds,308,0.711038961038961,v2_baseline,0.12743589743589742
rush_yards,308,0.6103896103896104,v2_baseline,8.141346153846154
targets,308,0.17207792207792208,v2_baseline,1.9161858974358972
